,generation,objectives,decision_variables,best
0,1,"[[-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-2.44589863e+03  5.09292202e+01 -2.21000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.39970200e+04  5.48128309e+01 -4.20000000e+01]
 [-1.42904561e+04  6.99220725e+01 -2.00000000e+00]
 [ 2.77542125e+00  2.77542125e+00 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.00511204e+04  6.99218891e+01 -1.24000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-7.78405567e+03  5.91278980e+01 -6.30000000e+01]
 [-1.41883388e+03  4.68210039e+01 -2.60000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-5.78278443e+02  6.88280548e+01 -5.41000000e+02]
 [-7.17303341e+03  6.99219494e+01 -1.85000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-7.34777540e+00  1.34527631e+01 -1.40000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.01976169e+02  1.41879478e+01 -5.40000000e+01]
 [-6.84168253e+02  3.53745368e+01 -2.00000000e+00]
 [-2.29791036e+02  4.63381757e+01 -3.16000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-6.01518299e+01  3.44899542e+01 -1.40000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-8.23371715e+02  4.34917861e+01 -3.09000000e+02]
 [-8.36774415e+02  3.53747295e+01 -2.00000000e+00]
 [-3.00679672e+02  4.91435195e+01 -4.74000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-4.54328650e+03  7.27783089e+01 -2.99000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-8.28638313e+03  6.89222303e+01 -5.90000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.34639890e+04  6.07753719e+01 -2.90000000e+01]
 [-1.05209959e+04  5.80825685e+01 -3.70000000e+01]
 [-8.21517251e+03  6.99220155e+01 -7.10000000e+01]
 [-2.28548795e+03  6.38469005e+01 -4.00000000e+01]
 [-1.13557043e+03  5.35811918e+01 -2.45000000e+02]
 [-5.49705941e+03  6.99219787e+01 -7.60000000e+01]
 [-1.18491739e+01  1.94823973e+01 -2.60000000e+01]
 [-9.02373236e+01  1.56621600e+01 -1.60000000e+01]
 [-8.25347236e+01  2.28669964e+01 -4.60000000e+01]
 [-3.05327434e+02  5.81530600e+01 -3.03000000e+02]
 [-7.93028155e+02  3.53748269e+01 -2.00000000e+00]
 [ 4.70502545e+01  5.27280796e+01 -1.31000000e+02]
 [-1.08771207e+04  6.99220651e+01 -4.00000000e+00]
 [-1.06344457e+04  7.41365154e+01 -1.40000000e+01]
 [-1.02694290e+04  6.99220574e+01 -8.00000000e+00]
 [-9.09405823e+03  6.99220737e+01 -1.00000000e+01]
 [-6.45465427e+03  7.12849006e+01 -6.10000000e+01]
 [ 3.93587314e+01  5.64764021e+01 -4.70000000e+01]
 [-3.27611557e+03  6.99220723e+01 -1.30000000e+01]
 [ 2.05713976e+01  2.29556170e+01 -6.00000000e+00]
 [-2.58870065e+02  6.40650848e+01 -8.80000000e+01]
 [-3.03306707e+02  6.42986973e+01 -2.04000000e+02]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-9.75538536e+03  6.99220725e+01 -3.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-9.10753006e+03  6.99220711e+01 -3.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-9.96171839e+03  7.13688610e+01 -7.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-8.26333504e+03  7.41365640e+01 -9.00000000e+00]
 [-2.34167158e+02  7.22379237e+01 -4.10000000e+01]
 [-8.45443520e+03  6.99220733e+01 -3.00000000e+00]
 [-9.41415964e+03  6.99220666e+01 -2.00000000e+00]
 [-7.86629258e+03  6.99220666e+01 -2.00000000e+00]]","[[ 0.51264127  0.27098867  0.59914556 ...  0.49858119  0.50478965
   0.16483854]
 [ 0.31732987 -0.48700499  0.13205528 ...  0.9583891  -0.73705586
   0.0173491 ]
 [ 0.40065796  0.57482663 -0.08682261 ... -0.96335438 -0.46133955
   0.79575133]
 ...
 [ 0.5255011  -0.73803069 -0.9455766  ...  0.9172268   0.04071844
  -0.17196363]
 [-0.65440814 -0.25563972  0.99018105 ... -0.41555315  0.17333374
   0.15606031]
 [ 0.56715326  0.86949649 -0.5707162  ...  0.1931151  -0.58539634
  -0.98936562]]",-14290.456068820356
1,2,"[[-2.44589863e+03  5.09292202e+01 -2.21000000e+02]
 [-1.39970200e+04  5.48128309e+01 -4.20000000e+01]
 [-1.00511204e+04  6.99218891e+01 -1.24000000e+02]
 [-7.78405567e+03  5.91278980e+01 -6.30000000e+01]
 [-7.17303341e+03  6.99219494e+01 -1.85000000e+02]
 [-7.34777540e+00  1.34527631e+01 -1.40000000e+01]
 [-1.01976169e+02  1.41879478e+01 -5.40000000e+01]
 [-6.84168253e+02  3.53745368e+01 -2.00000000e+00]
 [-6.01518299e+01  3.44899542e+01 -1.40000000e+02]
 [-8.36774415e+02  3.53747295e+01 -2.00000000e+00]
 [-4.54328650e+03  7.27783089e+01 -2.99000000e+02]
 [-8.28638313e+03  6.89222303e+01 -5.90000000e+01]
 [-4.59670204e+03  5.02128557e+01 -5.00000000e+01]
 [-1.89869212e+01  0.00000000e+00 -4.00000000e+00]
 [-5.96777810e+03  5.39451218e+01 -1.17000000e+02]
 [-1.04930617e+02  2.36826124e+01 -8.00000000e+01]
 [-4.18460550e+03  6.00515122e+01 -1.83000000e+02]
 [-2.06966611e+01  1.94920003e-01 -2.00000000e+00]
 [-2.26430450e+04  5.80827470e+01 -2.20000000e+01]
 [-5.72734502e+02  3.53737223e+01 -4.00000000e+00]
 [-1.93340342e+04  5.68809366e+01 -4.20000000e+01]
 [-2.10963759e+03  4.21910299e+01 -6.78000000e+02]
 [-2.66304036e+03  6.99219729e+01 -2.51000000e+02]
 [-8.21517251e+03  6.99220155e+01 -7.10000000e+01]
 [-9.02373236e+01  1.56621600e+01 -1.60000000e+01]
 [-8.25347236e+01  2.28669964e+01 -4.60000000e+01]
 [-7.99430512e+01  1.58882418e+01 -2.80000000e+01]
 [-3.41064672e+01  1.55347725e+01 -1.00000000e+01]
 [-6.53040000e+01  1.48362534e+01 -2.00000000e+00]
 [-1.28132643e+01  1.49501462e+01 -1.20000000e+01]
 [-7.93028155e+02  3.53748269e+01 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.81277426e+01  2.31845990e+00 -4.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-5.49705941e+03  6.99219787e+01 -7.60000000e+01]
 [-4.53961317e+03  5.53587677e+01 -5.40000000e+01]
 [-4.81808119e+03  5.96405831e+01 -1.00000000e+02]
 [-1.34639890e+04  6.07753719e+01 -2.90000000e+01]
 [-1.05209959e+04  5.80825685e+01 -3.70000000e+01]
 [-1.92633115e+04  5.81459829e+01 -1.50000000e+01]
 [-1.41883388e+03  4.68210039e+01 -2.60000000e+02]
 [-5.78278443e+02  6.88280548e+01 -5.41000000e+02]
 [-3.00679672e+02  4.91435195e+01 -4.74000000e+02]
 [-1.61977954e+03  5.45656600e+01 -1.69000000e+02]
 [-8.44937223e+02  4.32539858e+01 -4.70000000e+02]
 [-1.07060963e+03  5.71881650e+01 -3.34000000e+02]
 [-1.59150067e+03  7.39392482e+01 -2.52000000e+02]
 [-1.18051824e+03  4.72962992e+01 -3.33000000e+02]
 [-1.06344457e+04  7.41365154e+01 -1.40000000e+01]]","[[ 0.31732987 -0.48700499  0.13205528 ...  0.9583891  -0.73705586
   0.0173491 ]
 [ 0.09045208  0.8032836  -0.05125565 ...  0.311957   -0.11511646
  -0.00770254]
 [ 0.99832245  0.31718533  0.82267385 ... -0.49286625  0.60468784
   0.27313802]
 ...
 [ 0.84947269 -0.42139894 -0.0467277  ...  0.01060284 -0.28235874
  -0.174491  ]
 [-0.19660176  0.82677682 -0.15394595 ... -0.64461228  0.47715735
   0.57437912]
 [-0.87711242  0.15385178  0.64023589 ... -0.43878719  0.73698944
   0.97683264]]",-22643.044997867288
