,generation,avg_profit,avg_drawdown,num_trades,best
0,1,-3949.465291553243,33.60866376553988,-26.74,-17616.82216013825
1,2,-899.0166230278902,11.563292642463562,-37.0,-17616.82216013825
2,3,-1118.1934873297296,16.78883967943321,-59.75,-17616.82216013825
3,4,-2148.1768554550686,21.689123965383388,-70.39,-26393.83079710907
4,5,-3465.656782411985,33.011042077104314,-98.63,-26393.83079710907
5,6,-4138.878997430667,41.026497407226856,-135.69,-26393.83079710907
6,7,-4264.52142318805,41.41287899776211,-145.57,-26393.83079710907
7,8,-4173.544766114535,41.56224374687727,-153.98,-26393.83079710907
8,9,-4536.836629080389,42.42758569646858,-182.38,-26393.83079710907
9,10,-4903.1455404794015,42.08311371880771,-182.2,-26393.83079710907
10,11,-4036.5344750854338,38.91946077403076,-194.65,-26393.83079710907
11,12,-4317.010764451835,38.38083461787258,-190.2,-26393.83079710907
12,13,-3767.1550155926316,36.873410937871256,-215.86,-26393.83079710907
13,14,-3754.969970222609,35.76230932695721,-216.9,-26393.83079710907
14,15,-3587.2627494935978,34.44077576895834,-210.51,-26393.83079710907
15,16,-3570.0875116740854,34.93300884296818,-214.03,-26393.83079710907
16,17,-3459.1236848302988,34.847196438028504,-224.71,-26393.83079710907
17,18,-2833.509318597484,32.95402474915715,-223.44,-26393.83079710907
18,19,-3458.3548483800337,34.816249363044065,-237.28,-26393.83079710907
19,20,-3455.02318506422,33.99212233151618,-239.88,-26393.83079710907
20,21,-3854.238431974367,33.98001477073934,-238.97,-26393.83079710907
21,22,-3939.262665608173,34.647567964439475,-247.57,-26393.83079710907
22,23,-3800.6616147759764,35.197200413460806,-255.9,-26393.83079710907
23,24,-4182.275924020839,36.00900835434386,-258.1,-26393.83079710907
24,25,-4188.7222999324285,35.72766829548602,-258.88,-26393.83079710907
25,26,-4224.635650246771,36.13334145610042,-263.03,-26393.83079710907
26,27,-4542.071259940994,36.08267229331008,-265.15,-26393.83079710907
27,28,-4622.218231360747,36.25678984133251,-264.4,-26393.83079710907
28,29,-4685.8120557561315,35.87195538578453,-265.62,-26393.83079710907
29,30,-4703.951476541236,35.87092412591529,-265.38,-26393.83079710907
30,31,-4816.198204022359,36.504588243320924,-273.59,-26393.83079710907
31,32,-4838.5814298797195,36.839095929377265,-280.76,-26393.83079710907
32,33,-4797.146241291808,36.85990479119106,-283.08,-26393.83079710907
33,34,-4879.92286351202,36.90613544954967,-289.24,-26393.83079710907
34,35,-4946.021993324538,37.95931560539375,-302.04,-26393.83079710907
35,36,-5460.821981585735,37.993675914290556,-293.31,-31816.692693015993
36,37,-5560.9773243029995,38.69659949241398,-299.52,-31816.692693015993
37,38,-5767.338208638688,38.242774750740324,-292.54,-31816.692693015993
38,39,-5839.011628787361,38.09840374166108,-300.42,-31816.692693015993
39,40,-6106.026234018586,38.49479420770615,-303.06,-31816.692693015993
40,41,-6296.310231963539,38.73995504887631,-308.82,-31816.692693015993
41,42,-6271.2427870942465,38.32634649661284,-305.46,-31816.692693015993
42,43,-6481.108883285283,38.62171609994905,-303.65,-31816.692693015993
43,44,-6480.4037899206,38.61830383191926,-303.14,-31816.692693015993
44,45,-6482.8969668187865,38.621981262992456,-304.94,-31816.692693015993
45,46,-6860.061311551701,39.112916669983385,-307.05,-31816.692693015993
46,47,-6907.405902836525,38.89247859804331,-301.31,-31816.692693015993
47,48,-6978.004469106871,38.97684684664323,-305.23,-31816.692693015993
48,49,-6968.013519335779,38.37746175227159,-304.01,-31816.692693015993
49,50,-7144.1523511789865,39.22581554745996,-307.78,-31816.692693015993
50,51,-6827.205469345145,38.77755191745168,-308.18,-31816.692693015993
51,52,-7019.61694867476,38.86773686514473,-310.64,-31816.692693015993
52,53,-7061.443656435403,39.065848376810315,-309.06,-31816.692693015993
53,54,-7019.952724670709,38.82054257517579,-310.73,-31816.692693015993
54,55,-7074.939853627821,39.24603798798654,-315.89,-31816.692693015993
55,56,-7062.273114663922,38.51865053907286,-305.54,-31816.692693015993
56,57,-7382.70182824143,38.81705752741524,-306.49,-31816.692693015993
57,58,-7153.442613156536,38.418153576776305,-307.08,-31816.692693015993
58,59,-6818.739435701561,38.06338171560351,-305.76,-31816.692693015993
59,60,-6152.006618941498,37.264825190890456,-302.2,-31816.692693015993
60,61,-6515.878740394292,38.57058686099992,-314.37,-31816.692693015993
61,62,-6392.446126596891,37.66166588103645,-306.55,-31816.692693015993
62,63,-6566.808298757088,37.138796073546175,-306.96,-31816.692693015993
63,64,-6770.291602548765,37.70609118281241,-307.08,-31816.692693015993
64,65,-7025.53161377314,38.16732403530093,-306.19,-31816.692693015993
65,66,-7161.058607595102,38.02729976229499,-304.42,-31816.692693015993
66,67,-7186.3133535133275,37.3029388385148,-298.78,-31816.692693015993
67,68,-7218.956741822309,37.73874978306361,-305.63,-31816.692693015993
68,69,-7295.292874446194,36.905060584570805,-308.41,-50183.64762577224
69,70,-7319.512603204607,37.15446435308298,-311.12,-50183.64762577224
