,generation,avg_profit,avg_drawdown,num_trades,best
0,1,-3304.419967953203,31.867082492458707,-21.2,-15009.092648587108
1,2,-935.245108533775,16.231669639521346,-48.43,-20265.69569511497
2,3,-2126.549754739347,30.111451691603502,-77.4,-20265.69569511497
3,4,-2766.1352254309872,40.348901014635565,-110.63,-20265.69569511497
4,5,-2804.7678343331295,38.72698810912187,-136.69,-20265.69569511497
5,6,-2661.930523318197,38.59786665371531,-148.65,-20265.69569511497
6,7,-2803.466846610528,37.22620652485805,-157.01,-20265.69569511497
7,8,-2708.031427775774,36.04768248078167,-167.28,-20265.69569511497
8,9,-2511.5275409491633,33.91798983265406,-174.45,-20265.69569511497
9,10,-2714.5791350358095,34.489976857103414,-173.22,-20265.69569511497
10,11,-3129.445022907908,36.28442899831583,-183.88,-30350.807250952897
11,12,-2960.8856859404536,36.12303410349551,-187.47,-30350.807250952897
12,13,-3105.7457016945486,35.431899715648505,-183.4,-30350.807250952897
13,14,-2701.209560881277,35.054736375617075,-192.82,-30350.807250952897
14,15,-2712.4410490399855,34.62221516711258,-191.01,-30350.807250952897
15,16,-2700.3591488230036,34.14007739556714,-193.66,-30350.807250952897
16,17,-2821.5587672097677,34.991389892662056,-209.57,-30350.807250952897
17,18,-2987.9211234005143,34.74038597330251,-212.79,-30350.807250952897
18,19,-2958.2891088080346,34.119949377072714,-216.34,-30350.807250952897
19,20,-2954.9012251652284,34.1154149145109,-228.11,-30350.807250952897
20,21,-3218.7189856037194,34.129745427724124,-233.94,-30350.807250952897
21,22,-3359.8204101589427,34.028217895400864,-233.03,-30350.807250952897
22,23,-3432.951650399332,34.6519065542798,-245.85,-30350.807250952897
23,24,-3489.401357871578,34.911539056660246,-249.09,-30350.807250952897
24,25,-3954.8480865795545,33.93477631301115,-239.87,-30350.807250952897
25,26,-3584.7182246587263,33.706691149034626,-239.17,-30350.807250952897
26,27,-3894.9356141580256,34.75771750693039,-245.24,-30350.807250952897
27,28,-4064.222802378658,35.85567332825631,-260.05,-30350.807250952897
28,29,-3895.990214936426,35.70385261224651,-260.24,-30350.807250952897
29,30,-3896.0490276880537,35.410972605688954,-258.17,-30350.807250952897
30,31,-3922.7063374359263,35.052780443090086,-264.4,-30350.807250952897
31,32,-3897.473508925025,35.155360705812555,-266.81,-30350.807250952897
32,33,-3897.3168843819863,35.03127683756761,-266.85,-30350.807250952897
33,34,-3677.1237436016368,32.55200384812587,-251.16,-30350.807250952897
34,35,-4144.793151540462,32.658634284232484,-246.99,-30350.807250952897
35,36,-3988.902213600105,32.83493483390317,-252.88,-30350.807250952897
36,37,-4232.061817447193,32.90891459729138,-255.36,-30350.807250952897
37,38,-4660.898740538219,33.49222167166607,-252.45,-30350.807250952897
38,39,-4648.7799505388175,33.090352112665975,-249.33,-30350.807250952897
39,40,-4712.272743258144,33.25362237452614,-250.99,-30350.807250952897
40,41,-4696.608882787929,33.24099636829993,-250.15,-30350.807250952897
41,42,-4554.099732287499,33.099279544490145,-251.17,-30350.807250952897
42,43,-4819.580772107594,33.861039213023425,-257.66,-30350.807250952897
43,44,-4831.235465885384,33.39285129713728,-257.45,-30350.807250952897
44,45,-5476.571953762706,34.56704187908651,-273.81,-30350.807250952897
45,46,-5663.257600836513,34.35908155518323,-270.65,-30350.807250952897
46,47,-5715.357297901639,34.82994200943689,-277.87,-30350.807250952897
47,48,-5662.8768762950485,35.739601056614156,-291.9,-30350.807250952897
48,49,-5696.907899646883,35.17737040922444,-284.86,-30350.807250952897
49,50,-5381.495313858148,34.35097588990471,-285.77,-30350.807250952897
