,generation,objectives,decision_variables,best
0,1,"[[-7.24264075e+03  6.39157438e+01 -1.19000000e+02]
 [-1.53848495e+03  8.00938659e+01 -2.13000000e+02]
 [-1.30711532e+04  6.20870684e+01 -4.80000000e+01]
 [-3.88326672e+01  8.24581188e+00 -4.00000000e+00]
 [-2.79440745e+03  5.47189536e+01 -1.60000000e+01]
 [-1.07033383e+03  5.10476863e+01 -2.42000000e+02]
 [-6.17136164e+01  4.45075402e+01 -6.20000000e+01]
 [-1.49330384e+02  3.04328894e+01 -2.00000000e+00]
 [-9.33392036e+03  5.80827009e+01 -4.00000000e+01]
 [-7.46209068e+02  3.53745931e+01 -2.00000000e+00]
 [-1.35987347e+01  1.28704467e+01 -2.20000000e+01]
 [-6.94413303e+01  2.19486781e+01 -2.00000000e+00]
 [-6.31422634e+02  5.45138028e+01 -3.75000000e+02]
 [-6.63629055e+02  3.53742983e+01 -2.00000000e+00]
 [-2.69867241e+01  0.00000000e+00 -2.00000000e+00]
 [-2.01878756e+03  6.25392514e+01 -7.90000000e+01]
 [-6.63629055e+02  3.53742983e+01 -2.00000000e+00]
 [-4.20020213e+00  2.70705044e+01 -1.53000000e+02]
 [-9.30384551e+00  9.98597125e+00 -6.00000000e+00]
 [-1.50090926e+04  6.30149167e+01 -2.60000000e+01]
 [-4.00631431e+01  4.04228287e+01 -4.00000000e+01]
 [-3.77523285e+01  3.24143639e+01 -1.46000000e+02]
 [-6.46263979e+03  7.06024894e+01 -4.60000000e+01]
 [-2.75705291e+01  1.48362534e+01 -2.00000000e+00]
 [-1.05044600e+02  5.37828710e+01 -1.55000000e+02]
 [-8.94290502e+02  5.55423540e+01 -8.80000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-7.16929084e+03  6.99220711e+01 -2.50000000e+01]
 [-1.25375087e+04  6.70288746e+01 -7.00000000e+00]
 [-7.12488693e+03  6.99220651e+01 -2.20000000e+01]
 [-1.07854797e+01  3.44649861e+01 -3.30000000e+01]
 [ 2.03069321e+01  6.40250274e+01 -7.90000000e+01]
 [-3.31974515e+02  6.00436878e+01 -2.00000000e+00]
 [-2.73166832e+02  6.01572636e+01 -3.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-8.28694989e+03  7.41365640e+01 -7.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-9.90608034e+03  6.99220726e+01 -3.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-8.98910297e+03  6.99220740e+01 -3.00000000e+00]
 [-9.65899703e+03  6.99220743e+01 -2.00000000e+00]
 [-9.05995973e+03  6.99220699e+01 -2.00000000e+00]]","[[-0.78839138 -0.80104806 -0.06449204 ... -0.01996009 -0.80178161
  -0.96213464]
 [ 0.28956165 -0.60068258 -0.33263026 ... -0.09351863 -0.53905858
   0.57990743]
 [-0.98967469 -0.77173307 -0.11382993 ... -0.13958157 -0.20404094
   0.88284344]
 ...
 [ 0.22175    -0.40506236  0.4081937  ...  0.5679899   0.3671692
   0.46600006]
 [-0.6994235   0.28740871  0.142277   ...  0.37207127  0.42190363
  -0.75078138]
 [ 0.91246008  0.07286681  0.18410339 ... -0.04155933  0.21056215
  -0.72158648]]",-15009.092648587108
1,2,"[[-3.88326672e+01  8.24581188e+00 -4.00000000e+00]
 [-1.49330384e+02  3.04328894e+01 -2.00000000e+00]
 [-7.46209068e+02  3.53745931e+01 -2.00000000e+00]
 [-6.94413303e+01  2.19486781e+01 -2.00000000e+00]
 [-6.63629055e+02  3.53742983e+01 -2.00000000e+00]
 [-2.69867241e+01  0.00000000e+00 -2.00000000e+00]
 [-6.63629055e+02  3.53742983e+01 -2.00000000e+00]
 [-4.20020213e+00  2.70705044e+01 -1.53000000e+02]
 [-3.77523285e+01  3.24143639e+01 -1.46000000e+02]
 [-4.58723092e+03  5.69190360e+01 -4.27000000e+02]
 [-6.22405756e+02  5.33559483e+01 -4.15000000e+02]
 [-2.86901725e+02  4.01173768e+01 -2.12000000e+02]
 [-2.02656957e+04  5.48157258e+01 -1.11000000e+02]
 [-7.65123377e+03  4.99661022e+01 -3.91000000e+02]
 [-1.99597603e+02  4.03753337e+01 -3.43000000e+02]
 [-6.47844032e+01  3.67728290e+01 -9.30000000e+01]
 [-2.33697757e+01  7.87278108e+00 -2.20000000e+01]
 [-1.85544927e+01  6.76331883e+00 -8.00000000e+00]
 [-4.43319049e+02  4.98117418e+01 -3.00000000e+00]
 [-8.29867448e+00  4.93982736e+00 -4.00000000e+00]
 [-4.48600732e+02  5.34380782e+01 -4.02000000e+02]
 [-1.53848495e+03  8.00938659e+01 -2.13000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [ 8.99725930e+00  8.99725930e+00 -8.00000000e+00]
 [-1.58477841e+04  5.80827470e+01 -3.50000000e+01]
 [-7.24264075e+03  6.39157438e+01 -1.19000000e+02]
 [-1.30711532e+04  6.20870684e+01 -4.80000000e+01]
 [-9.33392036e+03  5.80827009e+01 -4.00000000e+01]
 [-2.79440745e+03  5.47189536e+01 -1.60000000e+01]
 [-7.12914051e+02  5.20506156e+01 -2.94000000e+02]
 [-1.30755822e+01  3.30644370e+01 -4.30000000e+01]
 [-1.07033383e+03  5.10476863e+01 -2.42000000e+02]
 [-2.75705291e+01  1.48362534e+01 -2.00000000e+00]
 [-8.66084594e+02  5.36433778e+01 -3.52000000e+02]
 [-6.17136164e+01  4.45075402e+01 -6.20000000e+01]
 [-2.01878756e+03  6.25392514e+01 -7.90000000e+01]
 [-6.31422634e+02  5.45138028e+01 -3.75000000e+02]
 [-4.98496377e+01  4.11347511e+01 -9.60000000e+01]
 [-4.43317172e+02  4.98133664e+01 -3.00000000e+00]
 [-1.35987347e+01  1.28704467e+01 -2.20000000e+01]
 [-7.27078956e+02  3.53747598e+01 -2.00000000e+00]
 [-4.00631431e+01  4.04228287e+01 -4.00000000e+01]
 [-9.30384551e+00  9.98597125e+00 -6.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]]","[[ 0.24771842  0.87588457  0.5943386  ... -0.16042947  0.81475784
  -0.63683358]
 [ 0.05408358  0.58119829  0.3755254  ... -0.03969413  0.30926802
   0.21265485]
 [ 0.65774762 -0.49229651 -0.43160151 ... -0.42819253  0.57830647
   0.05407955]
 ...
 [ 0.65568076 -0.0881246  -0.24273861 ...  0.11681342 -0.95572946
  -0.27926394]
 [ 0.63139323 -0.77173307 -0.11382993 ... -0.13958157 -0.20404094
   0.88284344]
 [ 0.68106545  0.89669426  0.47198982 ...  0.0350494  -0.35032632
  -0.38127936]]",-20265.69569511497
2,3,"[[-1.49330384e+02  3.04328894e+01 -2.00000000e+00]
 [-7.46209068e+02  3.53745931e+01 -2.00000000e+00]
 [-6.94413303e+01  2.19486781e+01 -2.00000000e+00]
 [-6.63629055e+02  3.53742983e+01 -2.00000000e+00]
 [-6.63629055e+02  3.53742983e+01 -2.00000000e+00]
 [-4.20020213e+00  2.70705044e+01 -1.53000000e+02]
 [-3.77523285e+01  3.24143639e+01 -1.46000000e+02]
 [-4.58723092e+03  5.69190360e+01 -4.27000000e+02]
 [-6.22405756e+02  5.33559483e+01 -4.15000000e+02]
 [-2.86901725e+02  4.01173768e+01 -2.12000000e+02]
 [-2.02656957e+04  5.48157258e+01 -1.11000000e+02]
 [-7.65123377e+03  4.99661022e+01 -3.91000000e+02]
 [-6.47844032e+01  3.67728290e+01 -9.30000000e+01]
 [-2.33697757e+01  7.87278108e+00 -2.20000000e+01]
 [-1.85544927e+01  6.76331883e+00 -8.00000000e+00]
 [-4.43319049e+02  4.98117418e+01 -3.00000000e+00]
 [-7.93028155e+02  3.53748269e+01 -2.00000000e+00]
 [-6.53990907e+00  5.55970922e+00 -1.00000000e+01]
 [-1.38421653e+01  2.61001865e+01 -6.00000000e+01]
 [-2.32586223e+02  3.97795765e+01 -6.21000000e+02]
 [ 3.02685683e+00  5.47805731e+00 -8.00000000e+00]
 [-6.30939334e+02  6.99193724e+01 -5.27000000e+02]
 [-8.67759737e+00  2.18555591e+00 -6.00000000e+00]
 [-5.52928328e+01  0.00000000e+00 -4.00000000e+00]
 [-7.27078956e+02  3.53747598e+01 -2.00000000e+00]
 [-4.48600732e+02  5.34380782e+01 -4.02000000e+02]
 [-1.58477841e+04  5.80827470e+01 -3.50000000e+01]
 [-1.30711532e+04  6.20870684e+01 -4.80000000e+01]
 [-9.33392036e+03  5.80827009e+01 -4.00000000e+01]
 [-7.24264075e+03  6.39157438e+01 -1.19000000e+02]
 [-7.12914051e+02  5.20506156e+01 -2.94000000e+02]
 [-1.07033383e+03  5.10476863e+01 -2.42000000e+02]
 [-8.66084594e+02  5.36433778e+01 -3.52000000e+02]
 [-6.31422634e+02  5.45138028e+01 -3.75000000e+02]
 [-3.80305128e+03  5.03965867e+01 -2.24000000e+02]
 [-6.94313010e+03  6.01662137e+01 -9.50000000e+01]
 [-2.24411903e+03  5.72757293e+01 -2.47000000e+02]
 [-2.99145481e+03  5.90665841e+01 -3.41000000e+02]
 [-1.35987347e+01  1.28704467e+01 -2.20000000e+01]
 [-1.41994996e+01  2.03136252e+01 -1.80000000e+01]
 [-9.30384551e+00  9.98597125e+00 -6.00000000e+00]
 [-4.43317172e+02  4.98133664e+01 -3.00000000e+00]
 [-1.30755822e+01  3.30644370e+01 -4.30000000e+01]
 [-1.99597603e+02  4.03753337e+01 -3.43000000e+02]
 [ 8.99725930e+00  8.99725930e+00 -8.00000000e+00]
 [-3.88326672e+01  8.24581188e+00 -4.00000000e+00]
 [-2.69867241e+01  0.00000000e+00 -2.00000000e+00]
 [-8.29867448e+00  4.93982736e+00 -4.00000000e+00]
 [-2.69867241e+01  0.00000000e+00 -2.00000000e+00]
 [ 3.74496381e+00  1.63629592e+01 -1.00000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-2.50864048e+03  6.93580129e+01 -2.76000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.50094176e+04  6.99220712e+01 -2.00000000e+00]
 [-1.01245515e+04  7.06025824e+01 -1.60000000e+01]
 [-1.18722882e+02  5.58164832e+01 -2.17000000e+02]
 [-4.98496377e+01  4.11347511e+01 -9.60000000e+01]
 [-5.70206580e+03  6.91019016e+01 -7.70000000e+01]
 [-6.50504235e+02  5.95725732e+01 -2.26000000e+02]
 [-6.50233688e+02  3.53748071e+01 -2.00000000e+00]
 [-2.01878756e+03  6.25392514e+01 -7.90000000e+01]
 [-1.04299371e+04  6.99220652e+01 -2.00000000e+00]
 [-6.17136164e+01  4.45075402e+01 -6.20000000e+01]
 [-7.39660328e+03  6.99220666e+01 -8.00000000e+00]
 [-4.00631431e+01  4.04228287e+01 -4.00000000e+01]
 [-2.79440745e+03  5.47189536e+01 -1.60000000e+01]
 [-2.06822703e+01  3.31699306e+00 -2.00000000e+00]
 [-9.04787229e+01  5.39416749e+01 -7.30000000e+01]
 [-2.75705291e+01  1.48362534e+01 -2.00000000e+00]
 [-9.59629502e+03  7.05284527e+01 -8.00000000e+00]
 [-5.13169071e+01  4.30251457e+01 -1.60000000e+01]
 [-9.86940505e+03  6.99220632e+01 -4.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]]","[[ 0.05408358  0.58119829  0.3755254  ... -0.03969413  0.30926802
   0.21265485]
 [ 0.65774762 -0.49229651 -0.43160151 ... -0.42819253  0.57830647
   0.05407955]
 [ 0.68590389 -0.27738947  0.70803217 ... -0.38338661 -0.09266039
  -0.53207237]
 ...
 [-0.94632079 -0.02598767 -0.60687689 ...  0.83609551  0.68077997
   0.63809106]
 [-0.42197644  0.30698653 -0.68125518 ... -0.44436319 -0.68063736
   0.88982586]
 [ 0.86453971  0.55569105  0.5801977  ...  0.80195175  0.25240791
  -0.78860044]]",-20265.69569511497
