,generation,objectives,decision_variables,best
0,1,"[[ 3.13931575e+00  3.13931575e+00 -4.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.79975229e+01  3.96531935e+00 -1.60000000e+01]
 [-9.47807429e+01  2.17192499e+01 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-2.62347281e+02  4.20355423e+01 -1.21000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-6.97141022e+02  3.53746265e+01 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.12800846e+04  6.23395133e+01 -2.20000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [ 2.14913150e+00  3.12283827e+01 -4.20000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-5.42138084e+03  6.05490785e+01 -5.60000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-8.27577287e+01  1.56622450e+01 -2.00000000e+00]
 [-1.27850875e+04  5.87710090e+01 -1.50000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-6.39932162e+01  3.90345893e+01 -3.70000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.15758704e+04  5.80827470e+01 -2.00000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-5.68474820e+01  1.23461932e+01 -1.20000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [ 2.77637500e+00  2.77637500e+00 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-3.26806526e+03  4.39111144e+01 -1.86000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.33142627e+01  8.97154207e+00 -6.00000000e+00]
 [ 3.36263943e+01  4.17467398e+01 -1.90000000e+01]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.01391091e+04  6.99220647e+01 -4.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-8.50603187e+03  6.69646298e+01 -1.60000000e+01]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.00990236e+04  6.99220642e+01 -2.00000000e+00]
 [-1.04299371e+04  6.99220652e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-8.98660803e+03  6.99220737e+01 -5.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-2.34586414e+01  5.40149477e+01 -9.10000000e+01]
 [-1.44222597e+03  5.63717564e+01 -9.40000000e+01]
 [-1.29168654e+01  5.88018708e+01 -1.34000000e+02]
 [ 2.19737091e+01  3.95869173e+01 -6.00000000e+00]
 [-9.45915199e+03  6.99220649e+01 -2.00000000e+00]
 [-9.62331947e+03  6.99220698e+01 -2.00000000e+00]
 [ 6.91729171e+01  7.53352806e+01 -3.80000000e+01]
 [-8.54891093e+03  6.99220667e+01 -2.00000000e+00]
 [-9.37748360e+03  6.99220722e+01 -2.00000000e+00]]","[[ 0.15143074  0.28958408 -0.86538794 ... -0.18337987  0.95999404
   0.13987587]
 [ 0.86575238  0.38073987 -0.97938913 ...  0.14364809  0.18508586
  -0.7058291 ]
 [-0.11333861 -0.70518895 -0.79158606 ...  0.59298304  0.00351053
   0.67828302]
 ...
 [ 0.26021156 -0.37961135  0.96829647 ...  0.75969901  0.04283515
   0.64604237]
 [-0.84868971 -0.2044988  -0.16556528 ... -0.27442049 -0.10186181
  -0.94835869]
 [-0.29268374 -0.84997071 -0.35857217 ...  0.49590855  0.51006851
  -0.33530555]]",-12785.087501306534
1,2,"[[ 3.13931575e+00  3.13931575e+00 -4.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.79975229e+01  3.96531935e+00 -1.60000000e+01]
 [-9.47807429e+01  2.17192499e+01 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-2.62347281e+02  4.20355423e+01 -1.21000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-6.97141022e+02  3.53746265e+01 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-5.42138084e+03  6.05490785e+01 -5.60000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-8.27577287e+01  1.56622450e+01 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.15758704e+04  5.80827470e+01 -2.00000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-5.68474820e+01  1.23461932e+01 -1.20000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [ 2.77637500e+00  2.77637500e+00 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-3.26806526e+03  4.39111144e+01 -1.86000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-7.22398132e+02  5.39714573e+01 -2.80000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-4.36103208e+02  4.23589543e+01 -1.60000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-3.28733538e+03  5.61788611e+01 -1.05000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-3.31543458e+03  6.51043936e+01 -4.06000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-3.72659109e+03  6.99219164e+01 -5.90000000e+01]
 [-6.63492471e+02  3.53742983e+01 -4.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.20987075e+03  6.43701508e+01 -5.08000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-5.17119120e+02  4.97064560e+01 -4.21000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-2.95354745e+02  3.69271467e+01 -9.60000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.88081074e+02  2.36831713e+01 -9.30000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-3.05607825e+01  1.24573890e+01 -3.20000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-6.82053061e+03  6.65267835e+01 -4.80000000e+01]
 [-2.21046376e+04  5.80827575e+01 -2.60000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [ 5.21582029e+00  2.66421380e+01 -1.80000000e+01]]","[[ 0.15143074  0.28958408 -0.86538794 ... -0.18337987  0.95999404
   0.13987587]
 [ 0.86575238  0.38073987 -0.97938913 ...  0.14364809  0.18508586
  -0.7058291 ]
 [-0.11333861 -0.70518895 -0.79158606 ...  0.59298304  0.00351053
   0.67828302]
 ...
 [ 0.59184536  0.48506692  0.74277503 ...  0.65497497  0.1538616
   0.58990557]
 [-0.63427227  0.55093994 -0.07961397 ...  0.50300477  0.8722249
   0.6133572 ]
 [ 0.05732755 -0.45051833  0.16417458 ...  0.31168415  0.18506933
  -0.33853927]]",-22104.63763633138
2,3,"[[-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [ 3.13931575e+00  3.13931575e+00 -4.00000000e+00]
 [-3.79586740e+03  6.99219260e+01 -3.27000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.20987075e+03  6.43701508e+01 -5.08000000e+02]
 [-2.21046376e+04  5.80827575e+01 -2.60000000e+01]
 [-1.15758704e+04  5.80827470e+01 -2.00000000e+01]
 [-4.45231827e+03  4.16768196e+01 -2.10000000e+02]
 [-2.12846386e+04  5.80827467e+01 -4.00000000e+00]
 [-3.31805579e+02  2.86499907e+01 -1.79000000e+02]
 [-1.06362839e+04  5.80826588e+01 -3.10000000e+01]
 [-5.17119120e+02  4.97064560e+01 -4.21000000e+02]
 [-1.88081074e+02  2.36831713e+01 -9.30000000e+01]
 [-6.80242927e+01  4.46587516e+01 -4.87000000e+02]
 [-6.99396075e+03  6.84482370e+01 -6.30000000e+01]
 [-8.53931798e+02  4.80575488e+01 -3.77000000e+02]
 [-3.31543458e+03  6.51043936e+01 -4.06000000e+02]
 [-5.42138084e+03  6.05490785e+01 -5.60000000e+01]
 [-1.79975229e+01  3.96531935e+00 -1.60000000e+01]
 [-5.68474820e+01  1.23461932e+01 -1.20000000e+01]
 [-3.17892013e+02  2.52992925e+01 -7.30000000e+01]
 [-6.82053061e+03  6.65267835e+01 -4.80000000e+01]
 [-8.27577287e+01  1.56622450e+01 -2.00000000e+00]
 [-6.63492471e+02  3.53742983e+01 -4.00000000e+00]
 [-9.47807429e+01  2.17192499e+01 -2.00000000e+00]
 [-6.97141022e+02  3.53746265e+01 -2.00000000e+00]
 [-3.05607825e+01  1.24573890e+01 -3.20000000e+01]
 [-3.56933243e+01  2.19693099e+01 -4.80000000e+01]
 [ 2.77542125e+00  2.77542125e+00 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]]","[[ 0.86575238  0.38073987 -0.97938913 ...  0.14364809  0.18508586
  -0.7058291 ]
 [ 0.15143074  0.28958408 -0.86538794 ... -0.18337987  0.95999404
   0.13987587]
 [ 0.56636869  0.14027051  0.72248856 ...  0.44562322 -0.23386721
   0.40630823]
 ...
 [ 0.14435101  0.74467061 -0.09249912 ...  0.60652888  0.96373989
  -0.73416159]
 [-0.90442569  0.92981927 -0.64732235 ... -0.25071658 -0.8342393
  -0.71003283]
 [ 0.59184536  0.48506692 -0.76265025 ... -0.87483091  0.1538616
   0.59005433]]",-22104.63763633138
