,generation,avg_profit,avg_drawdown,num_trades,best
0,1,-3401.1258121306746,29.123431869738116,-21.066666666666666,-13530.680257620097
1,2,-2082.5581984250366,22.38481155380214,-41.85333333333333,-20401.116090850534
2,3,-3795.7413171219987,44.53653733115528,-85.38,-20401.116090850534
3,4,-4043.1719763106557,47.05158095653913,-121.26666666666667,-20401.116090850534
4,5,-3922.7761752624506,44.84033200532968,-138.31333333333333,-25435.075304142654
5,6,-3445.516269223511,42.84756025534441,-163.44,-26729.300076035026
6,7,-3922.942586561485,43.8342456484767,-181.45333333333335,-37790.38669977522
7,8,-3867.547444321872,42.43893653303448,-180.49333333333334,-37790.38669977522
8,9,-4236.0566801369005,42.8582109302287,-197.68666666666667,-37790.38669977522
9,10,-4573.811497444986,44.23805230274908,-205.8,-37790.38669977522
10,11,-4431.5302589524545,43.28518578226349,-211.58666666666667,-37790.38669977522
11,12,-4355.250061854766,42.60033474385882,-215.25333333333333,-37790.38669977522
12,13,-4495.039813017811,43.591380077948195,-223.47333333333333,-37790.38669977522
13,14,-4611.756148470606,42.662681114523195,-216.91333333333333,-37790.38669977522
14,15,-4663.95961915084,42.76728868604555,-220.22666666666666,-37790.38669977522
15,16,-4579.621459474551,41.450627378569884,-221.65333333333334,-37790.38669977522
16,17,-4882.6308484782485,41.55136375954306,-224.4,-37790.38669977522
17,18,-4913.4829039861625,41.135677041292574,-228.74666666666667,-37790.38669977522
18,19,-4890.856040033859,41.11509111987853,-230.6,-37790.38669977522
19,20,-4815.430510643131,40.11218398841664,-223.06,-37790.38669977522
20,21,-4851.25679301278,40.6469775515267,-232.32666666666665,-37790.38669977522
21,22,-5365.446201751049,41.585342048756175,-225.7,-37790.38669977522
22,23,-5429.224474900653,41.47051713779197,-230.5,-37790.38669977522
23,24,-5487.953944953481,41.91550251659025,-240.05333333333334,-37790.38669977522
24,25,-5777.517275263426,40.740337439511244,-230.65333333333334,-37790.38669977522
25,26,-5910.990392038545,41.017338442148855,-237.98,-37790.38669977522
26,27,-5936.51418542224,40.93706494177496,-231.65333333333334,-37790.38669977522
27,28,-5133.800943479894,39.217951530770755,-240.57333333333332,-37790.38669977522
28,29,-5056.694968713351,39.64536089823072,-245.85333333333332,-37790.38669977522
29,30,-5093.868057783988,39.579528578664224,-253.22666666666666,-37790.38669977522
30,31,-5563.601295162163,40.5407286639168,-254.42666666666668,-37790.38669977522
31,32,-5688.821351738057,40.14425035389839,-251.08666666666667,-37790.38669977522
32,33,-5792.322220135216,39.88701178895711,-252.48,-37790.38669977522
33,34,-6015.2443995917165,39.58518032254122,-247.71333333333334,-37790.38669977522
34,35,-6063.392979798807,39.17044988162196,-242.10666666666665,-37790.38669977522
35,36,-6103.026824607637,39.46979464917103,-245.87333333333333,-37790.38669977522
36,37,-5868.16034358421,37.53945224813707,-239.46,-37790.38669977522
37,38,-5651.898617770143,36.28931625310389,-239.44,-37790.38669977522
38,39,-5498.586108689341,36.014717992134415,-240.05333333333334,-37790.38669977522
39,40,-5397.582916298727,35.484806316293756,-238.02,-37790.38669977522
40,41,-5737.55830031237,36.076018401467735,-243.33333333333334,-37790.38669977522
41,42,-5946.920921244646,36.763236771545294,-246.25333333333333,-37790.38669977522
42,43,-6133.501210795326,37.03836876459429,-244.72,-37790.38669977522
43,44,-6296.246286235647,37.38330418967756,-247.86666666666667,-37790.38669977522
44,45,-6305.026529673432,36.91200692475711,-245.16666666666666,-37790.38669977522
45,46,-5883.421919558205,36.57569822329571,-248.34,-37790.38669977522
46,47,-5962.905407752022,36.799064646427404,-250.26666666666668,-37790.38669977522
47,48,-6011.338301385851,36.808798552479495,-253.46666666666667,-37790.38669977522
48,49,-5952.41627296232,36.46702506680568,-254.15333333333334,-37790.38669977522
49,50,-6205.454821268603,37.27840687500802,-259.00666666666666,-37790.38669977522
50,51,-6320.845585998106,37.179325215645726,-259.9266666666667,-37790.38669977522
51,52,-6395.3065673565,37.123964475386835,-255.65333333333334,-37790.38669977522
52,53,-6619.4481460486595,36.96865778576788,-252.2,-37790.38669977522
53,54,-6741.391757577041,36.977442652395126,-246.39333333333335,-37790.38669977522
54,55,-6094.349208185209,36.05548670304183,-247.20666666666668,-37790.38669977522
55,56,-6241.037688534413,36.96653138384407,-255.82,-37790.38669977522
56,57,-6321.375169794484,37.33978699092322,-259.02,-37790.38669977522
57,58,-6632.244143325833,37.56955884808992,-260.14666666666665,-37790.38669977522
58,59,-7227.825179166451,37.63604750461293,-254.8,-37790.38669977522
59,60,-7243.458279793173,37.62059553807779,-255.36,-37790.38669977522
60,61,-7051.488525554096,36.88177590188577,-256.29333333333335,-37790.38669977522
61,62,-6995.63189775192,36.35055331033996,-256.06666666666666,-37790.38669977522
62,63,-7025.690781434287,36.525370039089694,-259.4533333333333,-37790.38669977522
63,64,-6996.264819486894,36.09038330376186,-257.00666666666666,-37790.38669977522
64,65,-6793.419349519844,36.100303440815516,-262.1066666666667,-37790.38669977522
65,66,-7158.833611719668,35.62118608674874,-257.91333333333336,-37790.38669977522
66,67,-7084.927958952569,35.529163964874904,-261.1,-37790.38669977522
67,68,-7127.66729811212,35.53571587057187,-260.3066666666667,-37790.38669977522
68,69,-7402.599433043954,35.78826535901976,-263.3,-37790.38669977522
