timestamp,open,high,low,close,volume
2011-03-03,86.5900,89.6200,86.5800,89.1600,5534400
2011-03-04,89.2000,89.2000,86.1000,87.8400,4559200
2011-03-07,88.9400,89.0900,81.9800,84.3400,5732000
2011-03-08,83.8600,86.4400,82.5000,85.2200,5365600
2011-03-09,84.5200,84.6300,82.2100,83.5000,4044000
2011-03-10,80.5400,81.2500,78.6700,79.6800,7287200
2011-03-11,78.3500,81.6900,78.2300,81.0100,4272800
2011-03-14,79.6900,81.5000,78.4100,80.2200,3288000
2011-03-15,73.0800,78.2600,72.3500,76.9400,7827200
2011-03-16,75.0200,76.1900,69.7500,71.2900,9032000
2011-03-17,74.5500,75.5000,73.0800,73.1500,4853600
2011-03-18,75.7100,75.7400,72.6000,72.7500,4946400
2011-03-21,75.9400,78.0000,75.6200,76.8100,3968800
2011-03-22,77.1700,77.4000,76.0000,76.6000,2681600
2011-03-23,75.6600,78.4400,74.1200,77.7600,4356000
2011-03-24,79.5800,82.4800,78.2200,81.9900,5444000
2011-03-25,82.8100,84.2000,82.2500,82.5900,6179200
2011-03-28,83.7100,83.7200,81.0900,81.1900,3701600
2011-03-29,80.7000,83.5400,79.8600,83.5200,2804000
2011-03-30,84.8000,85.0700,83.6600,84.7500,2814400
2011-03-31,84.4000,85.3200,83.9000,85.1100,2351200
2011-04-01,86.3300,87.1600,84.5000,85.2400,3148000
2011-04-04,85.9700,86.1800,83.2900,84.4700,2600800
2011-04-05,83.8400,85.2000,83.2000,83.5100,2247200
2011-04-06,85.5100,86.3400,82.8200,84.1400,2766400
2011-04-07,84.2000,85.7300,82.3900,84.1200,2997600
2011-04-08,85.2800,85.5800,81.6100,82.8600,2102400
2011-04-11,83.8200,84.3900,81.2900,82.1100,2336800
2011-04-12,80.9500,81.5600,79.4500,80.4900,2773600
2011-04-13,82.2300,83.0900,80.5000,82.4100,2952000
2011-04-14,80.6900,82.3400,79.7000,81.9600,2828000
2011-04-15,81.0000,82.5000,79.9800,81.4300,6236800
2011-04-18,79.0700,79.9000,75.8400,79.8600,5240000
2011-04-19,80.3600,81.3000,79.1801,81.3000,558931
2011-04-20,85.5900,87.0400,85.3000,86.7100,5464800
2011-04-21,89.4200,89.4500,88.1100,88.9100,2707200
2011-04-25,89.2300,89.7000,88.6200,89.5700,1889600
2011-04-26,90.3000,92.0000,89.7500,91.1100,1866400
2011-04-27,91.5000,93.2300,90.3600,93.0000,2611200
2011-04-28,92.0900,92.9000,91.3500,92.8600,2751200
2011-04-29,92.1400,93.0900,91.7500,92.4100,2184000
2011-05-02,92.8100,93.4000,91.0900,91.9100,2244800
2011-05-03,91.6200,91.8800,88.8100,90.5300,2175200
2011-05-04,90.5200,91.2900,87.8600,90.0000,3414400
2011-05-05,88.6800,91.7900,87.6700,88.6500,3989600
2011-05-06,91.3500,92.7900,88.7100,89.4200,3201600
2011-05-09,89.8400,91.4900,88.8900,90.3900,1744800
2011-05-10,91.2800,93.1000,90.7900,92.7100,2306400
2011-05-11,92.4300,93.3100,88.8400,90.7100,2696000
2011-05-12,89.7600,92.6900,88.3100,92.3100,2512000
2011-05-13,91.6900,92.1100,88.9500,89.0400,3085600
2011-05-16,87.8700,88.5700,83.8200,84.4100,3321600
2011-05-17,83.1400,85.1500,82.6300,85.1000,3739200
2011-05-18,84.7900,87.6700,84.4400,87.1700,1773600
2011-05-19,88.1800,88.5100,86.4200,87.9200,2192800
2011-05-20,87.6200,87.9600,85.6600,85.9800,1819200
2011-05-23,82.4500,83.1500,81.0300,82.2500,3226400
2011-05-24,82.8800,82.8800,80.6800,80.7000,2830400
2011-05-25,80.3100,82.7300,80.2600,81.6000,2246400
2011-05-26,80.8000,83.8100,80.8000,83.1300,1964000
2011-05-27,83.5400,84.6200,83.3600,84.3700,1460800
2011-05-31,86.8000,88.4300,85.4300,88.4300,2304800
2011-06-01,87.8500,88.4100,82.5400,82.7800,3848000
2011-06-02,83.1500,84.0500,81.8900,83.2600,1949600
2011-06-03,80.3400,82.1700,79.2000,79.4800,3391200
2011-06-06,79.1100,80.1200,77.4700,77.5600,2228000
2011-06-07,78.1600,79.0600,76.9700,77.1100,2327200
2011-06-08,76.5800,76.9800,74.8000,75.4500,3896800
2011-06-09,75.4800,76.8600,74.7800,75.7800,1836000
2011-06-10,74.7500,75.2600,72.1900,72.3000,2320800
2011-06-13,72.6100,73.4600,71.6200,72.3500,2457600
2011-06-14,73.9800,75.6700,73.9600,75.0400,2438400
2011-06-15,73.0100,74.3100,70.4500,70.9400,3722400
2011-06-16,70.9800,71.6500,68.2100,69.9500,3548800
2011-06-17,71.9300,72.2000,68.8200,69.4300,3748800
2011-06-20,68.7500,71.0600,68.7500,70.3500,1967200
2011-06-21,71.2600,75.1800,70.3100,75.0400,3095200
2011-06-22,74.0400,75.3400,73.3000,73.3500,2592000
2011-06-23,70.9400,75.4800,70.2800,75.3800,4827200
2011-06-24,74.2600,74.4900,71.0600,71.4100,3918400
2011-06-27,71.7500,75.8600,71.3400,74.8800,3098400
2011-06-28,75.4200,78.2800,75.1400,78.2400,2403200
2011-06-29,78.9300,79.6000,77.5000,79.2200,2850400
2011-06-30,80.0500,82.4700,79.9100,82.2300,3768000
2011-07-01,82.5000,86.3600,81.7900,86.0400,3196800
2011-07-05,86.3300,87.5600,85.7800,87.2800,3053600
2011-07-06,87.0600,88.5800,86.2000,88.2100,3326400
2011-07-07,90.1500,92.5500,89.8300,91.7800,4462400
2011-07-08,89.4500,91.0500,87.9900,91.0200,6084800
2011-07-11,88.2400,89.5300,85.1800,86.1400,5642400
2011-07-12,86.0200,86.5800,83.9200,84.0400,4193600
2011-07-13,85.9100,87.7200,84.2700,85.1600,4783200
2011-07-14,85.9100,87.0100,81.2600,82.2300,5143200
2011-07-15,85.0600,85.5000,83.3000,85.5000,4016800
2011-07-18,84.2200,85.1800,81.7000,84.0900,3528800
2011-07-19,86.6200,90.1500,86.6000,90.0200,6036000
2011-07-20,91.4500,91.5000,88.4000,88.7600,4461600
2011-07-21,89.0300,92.0000,87.6000,90.5600,5467200
2011-07-22,90.4800,93.7300,90.2200,93.3700,3811200
2011-07-25,91.0600,94.3000,90.6100,92.8200,3337600
2011-07-26,92.5100,94.4600,92.0700,93.3300,4306400
2011-07-27,91.6300,91.8000,85.6000,86.2500,6002400
2011-07-28,86.4100,89.9400,85.3900,86.7100,5141600
2011-07-29,84.5800,88.5400,83.3700,85.8700,6239200
2011-08-01,88.9800,89.4400,81.6000,84.7100,8222400
2011-08-02,83.4200,84.5600,77.9500,78.2800,7375200
2011-08-03,78.4800,80.7100,74.4600,80.3100,7316000
2011-08-04,77.0000,77.3800,69.3600,69.3800,12171200
2011-08-05,71.6800,72.5700,62.1700,67.8500,13243200
2011-08-08,61.8700,65.2300,55.8000,55.9300,16060800
2011-08-09,58.1400,63.7900,53.5900,63.5900,17744000
2011-08-10,59.3300,62.1000,55.7600,56.0900,13482400
2011-08-11,58.2700,65.2100,57.5600,63.2900,11931200
2011-08-12,64.7300,66.0500,62.4700,64.9000,10428800
2011-08-15,65.7100,67.7200,64.8100,67.7000,6312000
2011-08-16,65.8600,67.7200,63.3800,65.9600,6276800
2011-08-17,66.3600,67.9400,62.8800,64.8900,8843200
2011-08-18,59.6000,59.6200,53.6900,55.4800,13696800
2011-08-19,53.5900,57.6200,52.2000,52.3700,11972000
2011-08-22,56.0500,56.1700,52.4100,52.8400,9019200
2011-08-23,53.9700,59.4200,53.3500,59.3800,11922400
2011-08-24,59.0700,61.1200,57.4800,60.7800,8215200
2011-08-25,60.6500,61.5100,57.2200,57.8600,6357600
2011-08-26,57.3400,62.7500,55.5700,62.0400,9267200
2011-08-29,64.0000,67.5500,64.0000,67.3200,9436000
2011-08-30,66.6000,69.8900,65.5000,68.6900,9539200
2011-08-31,69.9600,71.5900,67.2900,69.0900,10685600
2011-09-01,69.5400,71.1500,66.7500,67.1400,8243200
2011-09-02,63.3600,64.3500,61.3700,62.4400,6422400
2011-09-06,58.0300,62.7100,57.6000,62.4300,7085600
2011-09-07,65.1400,67.2000,64.6100,67.1500,6670400
2011-09-08,66.0800,69.0400,65.6300,66.2200,8293600
2011-09-09,65.0000,65.7100,60.6200,61.8600,8652000
2011-09-12,59.8200,64.3200,59.6900,64.1800,9988000
2011-09-13,64.9200,67.1600,64.0200,66.6700,11676800
2011-09-14,67.8300,71.9000,65.7600,69.5500,9734400
2011-09-15,71.9600,73.0500,69.7800,72.7100,9807200
2011-09-16,73.2800,74.9200,72.7800,74.6100,10259200
2011-09-19,71.9700,75.9500,70.0800,74.8000,10310400
2011-09-20,75.8800,77.6900,73.2700,73.7400,9964800
2011-09-21,74.8900,76.0200,69.9300,69.9900,9768800
2011-09-22,64.6700,66.4300,60.1000,63.1800,13977600
2011-09-23,61.5700,65.9500,61.4400,65.1500,10896000
2011-09-26,66.1600,67.7200,61.8000,67.3600,10291200
2011-09-27,70.9000,72.6000,68.1000,69.4200,10792800
2011-09-28,70.4000,71.7600,65.9500,66.1500,11216000
2011-09-29,69.4900,69.6600,60.7600,64.1900,14023200
2011-09-30,61.6500,63.0600,59.0000,59.2000,11977600
2011-10-03,57.5200,60.3200,54.4800,54.5600,17110400
2011-10-04,52.8600,58.2300,51.2500,57.8800,28720000
2011-10-05,57.4800,62.8500,56.1500,62.2800,21690400
2011-10-06,62.2000,65.4800,61.2900,65.4800,2377314
2011-10-07,65.2900,66.2500,62.9000,64.1300,12015200
2011-10-10,67.4000,70.7100,67.1200,70.7100,9040000
2011-10-11,70.2200,72.7200,69.8800,72.2200,8372800
2011-10-12,74.3700,75.7500,73.1400,73.3800,10789600
2011-10-13,72.9400,75.6300,72.6900,75.3500,7798400
2011-10-14,78.2100,79.5000,76.9200,79.5000,7978400
2011-10-17,78.3700,79.1100,74.5600,75.8200,45597600
2011-10-18,75.5500,79.8500,73.3700,78.5700,11908000
2011-10-19,77.5600,78.0700,73.3500,74.0400,10093600
2011-10-20,73.8700,74.2400,69.8500,73.1000,8465600
2011-10-21,75.3100,77.1200,73.7100,75.7000,7851200
2011-10-24,76.5900,81.0400,76.3400,80.4300,8223200
2011-10-25,79.5700,79.7200,75.1900,75.8700,8364800
2011-10-26,77.0000,77.4600,71.2600,75.5700,15987200
2011-10-27,80.8400,83.0000,78.4800,81.6600,13772000
2011-10-28,80.1600,82.2500,80.1600,81.9300,5298400
2011-10-31,79.7400,80.7200,77.7100,77.8700,6582400
2011-11-01,72.2500,73.9000,70.5700,71.8400,16369600
2011-11-02,73.9100,74.5100,71.5900,73.6100,10152000
2011-11-03,75.4100,78.4500,72.8000,78.0900,11898400
2011-11-04,76.9400,77.9100,74.6100,76.8800,6596800
2011-11-07,76.8900,78.7400,74.5000,78.5900,9295200
2011-11-08,80.2600,81.6800,77.6100,81.2100,8579200
2011-11-09,76.4900,76.8900,72.2200,72.8100,9256000
2011-11-10,74.9400,75.1000,70.5000,72.5100,7414400
2011-11-11,74.5700,77.3300,74.2300,76.5800,7147200
2011-11-14,76.1300,77.3600,74.4100,75.2800,4713600
2011-11-15,74.7100,78.6600,74.4000,77.7000,9171200
2011-11-16,76.0400,77.8100,73.5000,73.8700,10087200
2011-11-17,73.3400,73.4000,67.4000,68.7900,18580000
2011-11-18,68.7800,69.0000,66.7800,67.1400,9841600
2011-11-21,64.5400,64.6700,61.2700,63.2400,11348000
2011-11-22,62.6900,64.4900,61.6800,63.7900,13360800
2011-11-23,62.4800,62.6600,59.5000,59.5500,12928000
2011-11-25,58.9000,60.8900,58.2000,58.2000,5148000
2011-11-28,62.4600,64.5000,62.4200,64.2100,10948000
2011-11-29,64.0100,65.6100,62.5600,63.0500,9768000
2011-11-30,68.2100,70.2100,67.6300,69.9700,10102400
2011-12-01,70.0500,72.0300,69.8700,71.4700,7644800
2011-12-02,73.5800,73.6300,70.7200,70.7900,5378400
2011-12-05,74.1900,74.6600,72.0000,73.1100,7881600
2011-12-06,73.4600,74.0000,71.9000,72.5500,5834400
2011-12-07,72.0000,73.6000,69.7800,72.6600,6420000
2011-12-08,71.2000,72.8400,68.5300,68.9600,10824800
2011-12-09,69.5700,72.8700,69.3900,72.2300,8176800
2011-12-12,70.0000,70.0700,68.0000,69.8600,8940800
2011-12-13,71.1900,72.0300,66.6300,67.5000,9649600
2011-12-14,66.6900,66.9000,63.2200,64.3600,17080800
2011-12-15,66.1800,66.2000,63.5400,63.8600,12789600
2011-12-16,64.9100,67.4000,64.4800,64.6600,11705600
2011-12-19,65.5400,65.9600,62.3800,62.8700,8304000
2011-12-20,65.8500,68.6600,65.8500,68.4500,11154400
2011-12-21,67.2800,67.2800,63.2000,65.6000,14321600
2011-12-22,65.8600,67.3000,65.6800,67.2000,8372800
2011-12-23,67.5800,68.9500,67.1900,68.9400,4621600
2011-12-27,68.6800,70.2000,68.4000,69.4700,5824000
2011-12-28,69.3000,69.5500,66.5800,67.2400,8345600
2011-12-29,67.4300,68.7100,66.8600,68.5500,5643200
2011-12-30,68.1500,69.0400,67.9500,67.9900,4817600
2012-01-03,71.8200,72.9400,71.3800,71.8600,8447200
2012-01-04,71.5200,73.0700,70.6000,72.7200,4987200
2012-01-05,72.3500,74.7500,71.5000,74.5100,5783200
2012-01-06,74.7100,75.8300,73.7900,75.2800,8645600
2012-01-09,75.9000,76.0200,73.9000,74.6500,6414400
2012-01-10,77.0600,77.6600,75.6600,76.1800,6554400
2012-01-11,76.1800,77.2000,75.3600,76.7100,5718400
2012-01-12,77.3200,77.9000,75.5700,77.6200,6430400
2012-01-13,76.4200,76.8300,74.7900,76.7300,6464800
2012-01-17,78.8800,79.8300,78.0000,78.7900,5376000
2012-01-18,79.3600,82.0000,78.9100,81.9200,8909600
2012-01-19,83.0800,83.9700,82.7100,83.5600,9449600
2012-01-20,82.4400,83.2600,82.2900,83.1900,3340800
2012-01-23,83.1700,84.9800,81.8000,83.1800,5736000
2012-01-24,82.1200,83.4300,81.6700,82.7200,3983200
2012-01-25,85.3300,86.5000,83.4300,85.8800,8438400
2012-01-26,86.9800,87.4500,83.7700,84.9700,7795200
2012-01-27,84.4800,86.1800,84.3400,85.8100,7035200
2012-01-30,83.6200,86.3000,82.6400,85.9500,7028000
2012-01-31,87.1800,87.6900,84.6500,86.2500,8258400
2012-02-01,87.7300,89.3300,86.9000,88.3700,7322400
2012-02-02,89.2400,90.0800,88.1800,89.2800,6049600
2012-02-03,91.7500,93.1500,91.2700,92.8300,6460000
2012-02-06,91.7800,92.7500,91.1400,92.7400,5451200
2012-02-07,92.5000,93.7800,91.2400,93.1400,5424000
2012-02-08,93.2800,94.6900,92.2730,94.6900,803808
2012-02-09,95.7200,97.1000,94.1100,96.7900,6356000
2012-02-10,94.7400,95.5200,93.7400,94.7200,8116800
2012-02-13,96.8400,97.7100,95.6100,97.2700,6633600
2012-02-14,96.7200,98.1200,95.7400,98.1200,903961
2012-02-15,99.5300,101.1300,95.6100,95.9300,15994400
2012-02-16,96.2200,100.3400,95.4300,99.9400,10511200
2012-02-17,100.0300,100.2700,97.8000,99.0900,6747200
2012-02-21,99.4700,101.2000,98.0400,99.9300,6848800
2012-02-22,99.3200,100.1900,98.1300,98.6100,5224000
2012-02-23,98.9500,100.7900,97.5000,100.4800,8756000
2012-02-24,101.3200,102.0500,100.7800,101.4600,5607200
2012-02-27,99.7200,102.9200,98.5500,101.9500,7700800
2012-02-28,102.1600,105.0000,101.8500,105.0000,7999200
2012-02-29,105.3200,106.3000,102.6600,103.6200,11087200
2012-03-01,104.8300,106.3900,103.9100,106.1400,9776800
2012-03-02,105.7800,106.8800,104.8600,105.8200,6927200
2012-03-05,105.7100,106.0500,101.5400,102.5200,10185600
2012-03-06,99.6400,100.2000,97.9400,99.5800,8981600
2012-03-07,100.9600,102.5000,100.5200,101.8400,7801600
2012-03-08,103.5700,106.0000,103.0000,105.0700,5198400
2012-03-09,105.6900,106.9900,105.4400,106.3400,6456000
2012-03-12,106.2100,106.8900,104.9700,106.5100,6312800
2012-03-13,108.3800,112.5300,107.6700,112.5100,7977600
2012-03-14,112.8400,114.9500,111.6400,113.7700,10127200
2012-03-15,114.7100,115.3500,113.0300,114.6400,8200800
2012-03-16,115.2000,115.2200,113.6300,114.3900,5762400
2012-03-19,114.9600,117.6500,114.1500,116.8800,7998400
2012-03-20,115.0900,117.8900,114.1400,117.5200,7683200
2012-03-21,117.6300,119.4600,117.0500,117.4800,6524000
2012-03-22,115.3900,117.5900,115.3200,116.7700,8884000
2012-03-23,117.2300,117.3100,114.6000,116.6100,6562400
2012-03-26,118.7800,122.7000,118.6500,122.7000,6606400
2012-03-27,122.8300,124.7200,122.7800,123.1700,7468800
2012-03-28,123.4000,124.8100,119.5600,121.7300,7932000
2012-03-29,120.0100,121.6900,117.7700,120.4800,7179200
2012-03-30,122.0000,122.1400,118.2100,119.6400,5268800
2012-04-02,119.3100,123.8400,118.7000,123.2900,5227200
2012-04-03,123.8300,124.9700,121.1900,123.3000,6979200
2012-04-04,120.4100,120.6800,116.1500,118.2700,8548000
2012-04-05,117.6200,120.7300,117.3200,120.4300,6444000
2012-04-09,115.8500,119.1600,115.3100,117.6600,5996000
2012-04-10,117.4400,118.8800,110.9000,111.9800,12226400
2012-04-11,115.0800,115.8500,112.7700,113.6000,7033600
2012-04-12,114.2700,117.8800,113.8500,117.4100,7428800
2012-04-13,116.2300,116.3300,112.0100,112.1000,7638400
2012-04-16,113.9700,114.0300,107.4000,108.5700,8353600
2012-04-17,109.9200,116.0100,109.3200,114.9700,7885600
2012-04-18,113.9400,116.1100,113.0800,114.1300,5345600
2012-04-19,112.9300,117.0000,109.0500,110.4400,8300000
2012-04-20,112.0400,113.5400,108.8700,109.2500,7126400
2012-04-23,106.4400,106.8500,103.4500,106.5000,5839200
2012-04-24,105.8300,107.0700,103.3100,104.6200,5404000
2012-04-25,111.1200,113.1400,110.6200,112.9300,6350400
2012-04-26,112.7700,115.7300,112.5000,114.9500,5936800
2012-04-27,116.3600,118.1300,114.5700,116.9200,4372000
2012-04-30,115.8800,116.6300,114.2400,114.4900,4007200
2012-05-01,113.8600,118.8900,113.7100,115.1400,4361600
2012-05-02,113.2800,116.3200,112.6300,115.9000,3216000
2012-05-03,116.3000,116.5300,111.5000,112.3000,4189600
2012-05-04,109.2300,109.7500,104.0000,104.0600,7590400
2012-05-07,102.0800,105.7300,101.9700,104.2100,8793600
2012-05-08,102.2100,104.1200,98.0500,103.0600,11520000
2012-05-09,99.5500,103.7900,98.2100,102.4900,11230400
2012-05-10,103.5100,103.6000,100.3200,101.4400,16922400
2012-05-11,50.1100,52.3300,50.0900,50.6700,4007200
2012-05-14,49.4500,50.4700,49.0700,49.2700,6850000
2012-05-15,49.8300,50.9000,48.5600,48.8400,6303200
2012-05-16,49.3600,49.7600,47.5300,47.7800,6191600
2012-05-17,47.8600,48.0700,44.8200,44.8400,10860000
2012-05-18,45.2600,45.5600,42.9300,43.0400,11746800
2012-05-21,43.2900,46.7700,43.1500,46.6600,8600400
2012-05-22,47.0100,47.6300,45.4600,46.4900,8051600
2012-05-23,45.3400,47.1100,44.1300,46.7500,6748000
2012-05-24,47.0000,47.1100,44.8000,45.9100,6450000
2012-05-25,45.9900,46.2100,45.2500,45.6500,2604000
2012-05-29,46.9500,48.0400,46.1500,47.3500,5890000
2012-05-30,46.1000,46.7000,45.3300,46.2000,5192400
2012-05-31,46.0400,46.3800,44.5500,45.5400,6920000
2012-06-01,43.1800,43.9600,41.9200,41.9600,9347600
2012-06-04,42.3300,43.1000,41.1900,42.8600,9514400
2012-06-05,42.4700,43.6800,42.4100,43.4500,8186800
2012-06-06,44.4600,46.5200,44.3000,46.4200,7155200
2012-06-07,47.8100,47.8600,45.7400,45.9000,7142000
2012-06-08,45.6100,47.3800,45.1800,47.2500,5266000
2012-06-11,48.2300,48.3600,44.7300,44.9900,7574800
2012-06-12,45.3600,46.4900,44.5500,46.4100,5624800
2012-06-13,46.0500,47.0900,44.9900,45.5000,4041600
2012-06-14,45.4500,46.5000,44.7300,46.0100,5475600
2012-06-15,46.3300,47.8700,46.3000,47.7100,7031600
2012-06-18,47.1800,49.3700,46.8900,48.9400,7361200
2012-06-19,49.7600,51.1600,49.6900,50.5500,6771600
2012-06-20,50.8300,51.3100,49.5100,50.7300,8101200
2012-06-21,50.5300,50.7300,46.7300,46.9300,6491200
2012-06-22,47.3100,48.5500,46.9900,48.3900,5835200
2012-06-25,47.1500,47.2000,45.1500,45.5200,5590000
2012-06-26,45.9800,46.7900,45.3800,46.4000,5695200
2012-06-27,46.9300,47.8600,46.7900,47.2500,4874400
2012-06-28,46.1600,46.2800,44.2000,45.5500,8716000
2012-06-29,48.3000,50.0000,47.8500,50.0000,10274800
2012-07-02,50.1500,50.5000,49.3000,50.4000,5212800
2012-07-03,50.4900,51.6800,50.2600,51.6000,3872800
2012-07-05,51.5600,52.5400,50.7200,51.7800,4940000
2012-07-06,51.0900,51.1800,48.7700,49.7400,6052000
2012-07-09,49.6800,50.1900,48.8500,49.5700,4005200
2012-07-10,50.3900,50.7500,47.5500,48.0500,7194400
2012-07-11,47.9600,48.3200,46.1400,47.3900,9212000
2012-07-12,46.2300,46.5500,44.7100,46.0200,8973200
2012-07-13,46.3700,48.3800,46.2800,48.0200,5880000
2012-07-16,47.7600,48.3700,47.1000,47.6600,4530800
2012-07-17,48.5300,48.8800,46.3600,48.3900,7233600
2012-07-18,48.0900,50.8000,48.0800,50.3600,7810000
2012-07-19,51.4400,52.5000,51.1500,52.0000,9010400
2012-07-20,52.0400,52.0400,49.9000,50.0000,6863600
2012-07-23,47.0600,48.6800,45.9600,48.1500,9241200
2012-07-24,48.4200,48.6100,46.1100,47.0500,10508000
2012-07-25,45.9700,46.9800,45.2200,46.0000,8194800
2012-07-26,48.0700,48.7000,47.0300,47.8000,9626000
2012-07-27,48.9200,51.5300,48.5000,51.4200,11304400
2012-07-30,51.6900,52.3400,50.6500,51.1100,7634800
2012-07-31,51.4200,52.0000,50.9800,51.1400,5531200
2012-08-01,52.2000,52.2300,50.1000,50.6400,6288400
2012-08-02,49.4500,51.6300,49.0100,50.1100,6909600
2012-08-03,52.5600,54.0400,52.0100,52.9600,8128400
2012-08-06,53.8300,54.8700,53.4800,54.1500,5317200
2012-08-07,54.9600,56.1800,54.6400,55.4900,5858400
2012-08-08,55.0800,55.8100,54.8300,55.4000,3580400
2012-08-09,55.4200,56.1500,55.1300,55.8700,3229200
2012-08-10,55.4100,56.1000,54.9300,56.1000,3889600
2012-08-13,56.0600,56.4400,55.1500,56.4400,2996000
2012-08-14,57.0800,57.4200,56.0500,56.5200,4590000
2012-08-15,56.3800,57.1800,56.3400,56.9200,2985600
2012-08-16,57.6100,59.3800,57.3700,58.9600,5792400
2012-08-17,59.3500,59.7700,58.9700,59.7700,4733600
2012-08-20,59.6600,60.0400,58.9400,60.0000,3829600
2012-08-21,60.5800,61.2300,58.6000,59.3100,9092800
2012-08-22,58.8600,60.3900,58.4200,59.9500,4739600
2012-08-23,59.2800,59.7800,58.1000,58.6200,4568400
2012-08-24,58.1200,60.0800,57.8700,59.6600,4343200
2012-08-27,60.4400,60.6500,59.5400,59.9500,3140800
2012-08-28,59.7600,60.4200,59.1800,59.9400,3652400
2012-08-29,60.0100,60.4000,59.1900,59.9600,3072400
2012-08-30,59.1600,59.2200,57.8400,58.1300,5178000
2012-08-31,59.4000,60.0200,57.5300,59.3700,7034000
2012-09-04,59.0100,59.7500,57.3500,59.1200,6234400
2012-09-05,58.9900,59.7600,58.4300,58.8500,4201200
2012-09-06,59.9900,62.8600,59.9600,62.7400,6444000
2012-09-07,62.4200,62.8700,62.0300,62.4700,4569600
2012-09-10,62.0900,62.4500,60.0300,60.1700,6275200
2012-09-11,60.1400,60.8600,59.5800,59.9100,5848000
2012-09-12,60.4900,60.8700,59.2900,60.4300,6412000
2012-09-13,60.5900,63.6300,60.3400,62.8400,9734000
2012-09-14,63.6000,65.2000,63.4600,64.4500,11932400
2012-09-17,64.6600,64.6600,63.9000,64.5700,6346800
2012-09-18,64.0800,64.8300,64.0800,64.6900,4197600
2012-09-19,64.7600,65.6100,64.1800,65.1200,5730000
2012-09-20,64.1700,65.0900,63.6700,64.9700,6038400
2012-09-21,65.9200,66.0500,64.8000,64.9700,6044000
2012-09-24,63.3400,64.1600,62.9500,63.7700,5828000
2012-09-25,64.3500,64.7500,61.0500,61.2100,6381200
2012-09-26,60.8600,60.9900,58.7200,59.6000,10200000
2012-09-27,60.0500,62.5200,59.7800,62.1300,7635200
2012-09-28,61.4600,62.0500,60.4000,60.6400,6582400
2012-10-01,61.5000,62.5700,59.7200,60.3800,6520800
2012-10-02,61.1200,61.6400,59.4200,60.7700,6876800
2012-10-03,61.3200,62.2700,60.5800,61.9200,6659200
2012-10-04,62.3500,63.1300,61.6900,62.6400,6347600
2012-10-05,63.5600,63.8000,61.1400,61.5600,4855600
2012-10-08,60.5500,60.9100,59.4900,59.9300,4368400
2012-10-09,59.3900,59.4500,56.6400,56.8500,7591200
2012-10-10,57.0400,57.4800,55.9000,56.1600,6492000
2012-10-11,57.5200,57.5500,55.5600,55.6600,5933200
2012-10-12,55.7200,56.5300,55.2800,55.6500,4549200
